"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","direction","comparison"
"GO:0022613","ribonucleoprotein complex biogenesis",0.0486725663716814,0.0140903727354758,0.000392599968230412,0.114421079629819,0.106300459234316,"Rpl23a/Gemin5/Eif4b/Ddx10/Utp6/Efl1/Nle1/Celf6/Mcts2/Exosc9/Rbis",11,"Down","TRN-DOM"
"GO:0072521","purine-containing compound metabolic process",0.0442477876106195,0.0136044978135629,0.00113097115357555,0.141263682658508,0.131238006041474,"Mlycd/Foxk1/Pdk2/Antkmt/Coasy/Efl1/Mpi/Acot9/Macrod2/Pde2a",10,"Down","TRN-DOM"
"GO:0009117","nucleotide metabolic process",0.0442477876106195,0.0155132921496495,0.00294598170885926,0.169716815661162,0.157671781309304,"Mlycd/Foxk1/Enpp5/Pdk2/Antkmt/Coasy/Efl1/Mpi/Acot9/Pde2a",10,"Down","TRN-DOM"
"GO:0006753","nucleoside phosphate metabolic process",0.0442477876106195,0.0157909349621712,0.00333982883047171,0.175207420446546,0.162772710369305,"Mlycd/Foxk1/Enpp5/Pdk2/Antkmt/Coasy/Efl1/Mpi/Acot9/Pde2a",10,"Down","TRN-DOM"
"GO:0001558","regulation of cell growth",0.0442477876106195,0.0159991670715624,0.0036618540070346,0.181227227555694,0.168365283540916,"Foxk1/Tro/Rbbp7/Efna5/Mt3/Exosc9/Smad3/Psrc1/Agt/Rtn4r",10,"Down","TRN-DOM"
"GO:0006865","amino acid transport",0.0398230088495575,0.00555285625043382,5.17727062400195e-06,0.0135799808467571,0.01261619104691,"Slc7a5/Nfe2l1/Slc25a22/Slc6a15/Slc38a7/Slc16a2/Lrrc8e/Agt/Slc22a4",9,"Down","TRN-DOM"
"GO:0045926","negative regulation of growth",0.0398230088495575,0.00919691816478101,0.000262297330346493,0.0982865567855501,0.0913110255266362,"Foxk1/Tro/Rbbp7/Mt3/Nkd1/Smad3/Psrc1/Agt/Rtn4r",9,"Down","TRN-DOM"
"GO:0015849","organic acid transport",0.0398230088495575,0.0111404178524328,0.00103641438905447,0.141263682658508,0.131238006041474,"Slc7a5/Nfe2l1/Slc25a22/Slc6a15/Slc38a7/Slc16a2/Lrrc8e/Agt/Slc22a4",9,"Down","TRN-DOM"
"GO:0009150","purine ribonucleotide metabolic process",0.0398230088495575,0.0119733462899979,0.00170255426892824,0.166694798508518,0.154864240844039,"Mlycd/Foxk1/Pdk2/Antkmt/Coasy/Efl1/Mpi/Acot9/Pde2a",9,"Down","TRN-DOM"
"GO:0009259","ribonucleotide metabolic process",0.0398230088495575,0.0126327479697369,0.00244313325515918,0.169716815661162,0.157671781309304,"Mlycd/Foxk1/Pdk2/Antkmt/Coasy/Efl1/Mpi/Acot9/Pde2a",9,"Down","TRN-DOM"
"GO:0006163","purine nucleotide metabolic process",0.0398230088495575,0.012806274727563,0.00267532472533693,0.169716815661162,0.157671781309304,"Mlycd/Foxk1/Pdk2/Antkmt/Coasy/Efl1/Mpi/Acot9/Pde2a",9,"Down","TRN-DOM"
"GO:0062012","regulation of small molecule metabolic process",0.0398230088495575,0.0128756854306934,0.00277295760947035,0.169716815661162,0.157671781309304,"Mlycd/Grb10/Foxk1/Src/Pdk2/Antkmt/Nfe2l1/Slc35b4/Agt",9,"Down","TRN-DOM"
"GO:0019693","ribose phosphate metabolic process",0.0398230088495575,0.0130492121885195,0.00302941457858377,0.169716815661162,0.157671781309304,"Mlycd/Foxk1/Pdk2/Antkmt/Coasy/Efl1/Mpi/Acot9/Pde2a",9,"Down","TRN-DOM"
"GO:0030308","negative regulation of cell growth",0.0353982300884956,0.00707989171930312,0.000219824083637672,0.0960997618969355,0.0892794304598614,"Foxk1/Tro/Rbbp7/Mt3/Smad3/Psrc1/Agt/Rtn4r",8,"Down","TRN-DOM"
"GO:0019318","hexose metabolic process",0.0353982300884956,0.00891927535225932,0.00100924476036706,0.141263682658508,0.131238006041474,"Mlycd/Grb10/Foxk1/Src/Pdk2/Nfe2l1/Slc35b4/Mpi",8,"Down","TRN-DOM"
"GO:0005996","monosaccharide metabolic process",0.0353982300884956,0.0094745609773027,0.00148109209280771,0.166694798508518,0.154864240844039,"Mlycd/Grb10/Foxk1/Src/Pdk2/Nfe2l1/Slc35b4/Mpi",8,"Down","TRN-DOM"
"GO:0044262","cellular carbohydrate metabolic process",0.0353982300884956,0.0101686680086069,0.00230044621510984,0.169716815661162,0.157671781309304,"Mlycd/Grb10/Foxk1/Pomk/Src/Pdk2/Nfe2l1/Slc35b4",8,"Down","TRN-DOM"
"GO:0003333","amino acid transmembrane transport",0.0309734513274336,0.00333171375026029,1.09719038921941e-05,0.0143896519546125,0.0133683986896996,"Slc7a5/Slc25a22/Slc38a7/Slc16a2/Lrrc8e/Agt/Slc22a4",7,"Down","TRN-DOM"
"GO:0010906","regulation of glucose metabolic process",0.0309734513274336,0.0045811064066079,8.54958794202976e-05,0.061999068652414,0.0575989100187966,"Mlycd/Grb10/Foxk1/Src/Pdk2/Nfe2l1/Slc35b4",7,"Down","TRN-DOM"
"GO:1905039","carboxylic acid transmembrane transport",0.0309734513274336,0.00478933851599917,0.000112974969738876,0.061999068652414,0.0575989100187966,"Slc7a5/Slc25a22/Slc38a7/Slc16a2/Lrrc8e/Agt/Slc22a4",7,"Down","TRN-DOM"
"GO:1903825","organic acid transmembrane transport",0.0309734513274336,0.00482404386756438,0.000118183508677876,0.061999068652414,0.0575989100187966,"Slc7a5/Slc25a22/Slc38a7/Slc16a2/Lrrc8e/Agt/Slc22a4",7,"Down","TRN-DOM"
"GO:0010675","regulation of cellular carbohydrate metabolic process",0.0309734513274336,0.00572638300825987,0.000338893661882682,0.111114759389784,0.103228793060317,"Mlycd/Grb10/Foxk1/Src/Pdk2/Nfe2l1/Slc35b4",7,"Down","TRN-DOM"
"GO:0031644","regulation of nervous system process",0.0309734513274336,0.006732838203651,0.000887110187776538,0.141263682658508,0.131238006041474,"Src/Grk2/Shisa9/Nlgn1/Unc13b/Oprl1/Agt",7,"Down","TRN-DOM"
"GO:0006109","regulation of carbohydrate metabolic process",0.0309734513274336,0.00687165960991185,0.000999067835174822,0.141263682658508,0.131238006041474,"Mlycd/Grb10/Foxk1/Src/Pdk2/Nfe2l1/Slc35b4",7,"Down","TRN-DOM"
"GO:0098656","anion transmembrane transport",0.0309734513274336,0.00701048101617269,0.00112185679959766,0.141263682658508,0.131238006041474,"Slc7a5/Slc35b4/Slc37a1/Slc25a22/Lrrc8e/Agt/Slc26a4",7,"Down","TRN-DOM"
"GO:0006006","glucose metabolic process",0.0309734513274336,0.00784340945373777,0.00212753546426334,0.169716815661162,0.157671781309304,"Mlycd/Grb10/Foxk1/Src/Pdk2/Nfe2l1/Slc35b4",7,"Down","TRN-DOM"
"GO:0007160","cell-matrix adhesion",0.0309734513274336,0.00812105226625946,0.00258418825475009,0.169716815661162,0.157671781309304,"Slk/Src/Ajap1/Tmem8b/Efna5/Smad3/Agt",7,"Down","TRN-DOM"
"GO:0022618","ribonucleoprotein complex assembly",0.0265486725663717,0.00562226695356424,0.00180463956703909,0.169056056583698,0.157057917206598,"Rpl23a/Gemin5/Eif4b/Nle1/Celf6/Mcts2",6,"Down","TRN-DOM"
"GO:0071826","ribonucleoprotein complex subunit organization",0.0265486725663717,0.00589990976608593,0.00229911430395609,0.169716815661162,0.157671781309304,"Rpl23a/Gemin5/Eif4b/Nle1/Celf6/Mcts2",6,"Down","TRN-DOM"
"GO:0007044","cell-substrate junction assembly",0.0221238938053097,0.00333171375026029,0.000972617925637497,0.141263682658508,0.131238006041474,"Slk/Src/Plec/Efna5/Smad3",5,"Down","TRN-DOM"
"GO:0150115","cell-substrate junction organization",0.0221238938053097,0.00353994585965156,0.00127609107237406,0.15214485831078,0.141346929786888,"Slk/Src/Plec/Efna5/Smad3",5,"Down","TRN-DOM"
"GO:0001952","regulation of cell-matrix adhesion",0.0221238938053097,0.00447699035191227,0.00355783424514446,0.181227227555694,0.168365283540916,"Slk/Src/Ajap1/Efna5/Smad3",5,"Down","TRN-DOM"
"GO:0072348","sulfur compound transport",0.0176991150442478,0.00163115152356493,0.000504573129499196,0.132349531867639,0.122956504714804,"Nfe2l1/Slc25a26/Slc35b2/Slc26a4",4,"Down","TRN-DOM"
"GO:0089718","amino acid import across plasma membrane",0.0176991150442478,0.00170056222669536,0.000592080762597842,0.141184349117649,0.131164302910431,"Slc7a5/Slc16a2/Agt/Slc22a4",4,"Down","TRN-DOM"
"GO:0051438","regulation of ubiquitin-protein transferase activity",0.0176991150442478,0.0018393836329562,0.000798518028985943,0.141263682658508,0.131238006041474,"Fem1b/Rpl37rt/Bsn/Bag2",4,"Down","TRN-DOM"
"GO:0043090","amino acid import",0.0176991150442478,0.00194349968765184,0.000983389882872671,0.141263682658508,0.131238006041474,"Slc7a5/Slc16a2/Agt/Slc22a4",4,"Down","TRN-DOM"
"GO:0051893","regulation of focal adhesion assembly",0.0176991150442478,0.00222114250017353,0.00162013259657773,0.166694798508518,0.154864240844039,"Slk/Src/Efna5/Smad3",4,"Down","TRN-DOM"
"GO:0090109","regulation of cell-substrate junction assembly",0.0176991150442478,0.00222114250017353,0.00162013259657773,0.166694798508518,0.154864240844039,"Slk/Src/Efna5/Smad3",4,"Down","TRN-DOM"
"GO:1901264","carbohydrate derivative transport",0.0176991150442478,0.00225584785173874,0.00171588240935188,0.166694798508518,0.154864240844039,"Slc35b4/Slc37a1/Slc35b2/Lrrc8e",4,"Down","TRN-DOM"
"GO:0150116","regulation of cell-substrate junction organization",0.0176991150442478,0.00239466925799958,0.00213825393785468,0.169716815661162,0.157671781309304,"Slk/Src/Efna5/Smad3",4,"Down","TRN-DOM"
"GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",0.0176991150442478,0.00246407996113001,0.00237416738246506,0.169716815661162,0.157671781309304,"Pde2a/Oprl1/P2ry12/Htr5a",4,"Down","TRN-DOM"
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity",0.0176991150442478,0.00253349066426043,0.00262739786004598,0.169716815661162,0.157671781309304,"Src/Ccng1/Ccnj/Psrc1",4,"Down","TRN-DOM"
"GO:1904029","regulation of cyclin-dependent protein kinase activity",0.0176991150442478,0.00263760671895606,0.00304105617082524,0.169716815661162,0.157671781309304,"Src/Ccng1/Ccnj/Psrc1",4,"Down","TRN-DOM"
"GO:1900076","regulation of cellular response to insulin stimulus",0.0176991150442478,0.00277642812521691,0.00365888143860235,0.181227227555694,0.168365283540916,"Grb10/Src/Grk2/Agt",4,"Down","TRN-DOM"
"GO:1904666","regulation of ubiquitin protein ligase activity",0.0132743362831858,0.000798223085999861,0.000750928776174325,0.141263682658508,0.131238006041474,"Rpl37rt/Bsn/Bag2",3,"Down","TRN-DOM"
"GO:0048011","neurotrophin TRK receptor signaling pathway",0.0132743362831858,0.00111057125008676,0.00199667474245553,0.169716815661162,0.157671781309304,"Src/Bex1/Agt",3,"Down","TRN-DOM"
"GO:0033866","nucleoside bisphosphate biosynthetic process",0.0132743362831858,0.00124939265634761,0.00280882333991778,0.169716815661162,0.157671781309304,"Mlycd/Pdk2/Coasy",3,"Down","TRN-DOM"
"GO:0034030","ribonucleoside bisphosphate biosynthetic process",0.0132743362831858,0.00124939265634761,0.00280882333991778,0.169716815661162,0.157671781309304,"Mlycd/Pdk2/Coasy",3,"Down","TRN-DOM"
"GO:0034033","purine nucleoside bisphosphate biosynthetic process",0.0132743362831858,0.00124939265634761,0.00280882333991778,0.169716815661162,0.157671781309304,"Mlycd/Pdk2/Coasy",3,"Down","TRN-DOM"
"GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation",0.0132743362831858,0.00128409800791282,0.00303913348303298,0.169716815661162,0.157671781309304,"Src/Grk2/Agt",3,"Down","TRN-DOM"
"GO:0038179","neurotrophin signaling pathway",0.0132743362831858,0.00142291941417367,0.00407479516817075,0.197929402335405,0.183882082150395,"Src/Bex1/Agt",3,"Down","TRN-DOM"
"GO:0032927","positive regulation of activin receptor signaling pathway",0.00884955752212389,0.000347053515652114,0.00264421427873349,0.169716815661162,0.157671781309304,"Zc3h3/Acvr2a",2,"Down","TRN-DOM"
"GO:0015810","aspartate transmembrane transport",0.00884955752212389,0.000381758867217325,0.0032151510036154,0.17210900168333,0.159894190620186,"Slc25a22/Lrrc8e",2,"Down","TRN-DOM"
"GO:1904667","negative regulation of ubiquitin protein ligase activity",0.00884955752212389,0.000381758867217325,0.0032151510036154,0.17210900168333,0.159894190620186,"Rpl37rt/Bag2",2,"Down","TRN-DOM"
"GO:0019236","response to pheromone",0.0285035629453682,0.00364406191434719,4.64691233154884e-08,0.000156600945573196,0.000151049108208661,"Vmn1r188/Vmn1r73/Vmn1r206/Vmn1r216/Vmn1r76/Vmn1r236/Vmn1r197/Vmn1r81/Vmn1r87/Vmn1r80/Vmn1r218/Vmn1r46",12,"Up","TRN-SUB"
"GO:0042552","myelination",0.0285035629453682,0.00607343652391199,1.11476754572884e-05,0.0111481485644099,0.0107529229320312,"Rxrg/Fa2h/Mbp/Plp1/Ugt8a/Mag/Cntn2/Gjc3/Nab1/Pllp/Epb41l3/Pikfyve",12,"Up","TRN-SUB"
"GO:0007272","ensheathment of neurons",0.0285035629453682,0.00617755257860762,1.32322238153233e-05,0.0111481485644099,0.0107529229320312,"Rxrg/Fa2h/Mbp/Plp1/Ugt8a/Mag/Cntn2/Gjc3/Nab1/Pllp/Epb41l3/Pikfyve",12,"Up","TRN-SUB"
"GO:0008366","axon ensheathment",0.0285035629453682,0.00617755257860762,1.32322238153233e-05,0.0111481485644099,0.0107529229320312,"Rxrg/Fa2h/Mbp/Plp1/Ugt8a/Mag/Cntn2/Gjc3/Nab1/Pllp/Epb41l3/Pikfyve",12,"Up","TRN-SUB"
"GO:0001764","neuron migration",0.0261282660332542,0.00680224890678143,0.000157188533809464,0.0882875598229822,0.085157577614671,"Ndnf/Cckar/Nr4a2/Ccr4/Septin4/Nkx2-1/Cntn2/Astn2/Alkbh1/Dclk1/Mdga2",11,"Up","TRN-SUB"
"GO:0006643","membrane lipid metabolic process",0.0237529691211401,0.00645519539112931,0.000435728247507126,0.157825134032839,0.152229896577669,"Fa2h/Ugt8a/Asah2/Abca12/Sgpp2/Pigl/Pigp/Pign/St6galnac4/St8sia1",10,"Up","TRN-SUB"
"GO:0006029","proteoglycan metabolic process",0.0166270783847981,0.00267231207052127,0.000134925801947101,0.0882875598229822,0.085157577614671,"Sulf1/Ndnf/Chsy3/Idua/Hs6st2/Vangl2/Chst3",7,"Up","TRN-SUB"
"GO:0009247","glycolipid biosynthetic process",0.0142517814726841,0.00225584785173874,0.000374648719360879,0.157825134032839,0.152229896577669,"Fa2h/Ugt8a/Pigl/Pigp/Pign/St6galnac4",6,"Up","TRN-SUB"
"GO:0032288","myelin assembly",0.00950118764845606,0.000867633789130284,0.000445621662551377,0.157825134032839,0.152229896577669,"Ugt8a/Mag/Epb41l3/Pikfyve",4,"Up","TRN-SUB"
