"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","direction"
"GO:0030900","forebrain development",0.0818181818181818,0.0138127299229541,2.27334061993515e-05,0.00667063090478113,0.00515860300072502,"Fgfr1/Nr2f2/Dync2h1/Sema5a/Cdh2/Hes5/Slit2/Slc7a11/Gli1",9,"Up"
"GO:0006275","regulation of DNA replication",0.0727272727272727,0.00475463316443396,5.79289907609122e-08,0.000118986147022914,9.20156284823331e-05,"Fgfr1/Brca2/Timeless/Wrnip1/Gli1/Ino80c/Ctc1/Atad5",8,"Up"
"GO:0006260","DNA replication",0.0727272727272727,0.00961338238356355,1.15834164392962e-05,0.00535148773906624,0.00413846922474809,"Fgfr1/Brca2/Timeless/Wrnip1/Gli1/Ino80c/Ctc1/Atad5",8,"Up"
"GO:0051054","positive regulation of DNA metabolic process",0.0727272727272727,0.0103769001179982,2.0074082949208e-05,0.00667063090478113,0.00515860300072502,"Fgfr1/Timeless/Epc2/Gli1/Ino80c/Rif1/Ctc1/Atad5",8,"Up"
"GO:0045787","positive regulation of cell cycle",0.0727272727272727,0.01232039980565,6.74908482421418e-05,0.00983156845591311,0.00760305273406082,"Fgfr1/Brca2/Brd4/Kmt2e/Gli1/Vps4b/Mta3/Atad5",8,"Up"
"GO:0001655","urogenital system development",0.0727272727272727,0.0134309710557368,0.000122567243988909,0.0139862843974011,0.0108160217063897,"Fgfr1/Dync2h1/Kif26b/Plag1/Hes5/Slit2/Timeless/Heyl",8,"Up"
"GO:0018205","peptidyl-lysine modification",0.0727272727272727,0.0137086138682585,0.000140997550309407,0.015242577280817,0.0117875514358391,"Dnmt1/Mbip/Brca2/Brd4/Kmt2e/Epc2/Rif1/Plod3",8,"Up"
"GO:1901987","regulation of cell cycle phase transition",0.0727272727272727,0.0139168459776498,0.000156273369801785,0.0152850238844222,0.0118203766932779,"Brd4/Kmt2e/Timeless/Gli1/Vps4b/Mta3/Ctc1/Atad5",8,"Up"
"GO:0050678","regulation of epithelial cell proliferation",0.0727272727272727,0.0140556673839106,0.000167196217708939,0.0156100468715527,0.012071726914966,"Fgfr1/Nr2f2/Sema5a/Rictor/Scn5a/Brca2/Hes5/Gli1",8,"Up"
"GO:0044772","mitotic cell cycle phase transition",0.0727272727272727,0.0145762476573888,0.00021391619553264,0.0168993794470786,0.0130688072493423,"Camk2g/Brd4/Kmt2e/Usp29/Vps4b/Mta3/Ctc1/Atad5",8,"Up"
"GO:0050673","epithelial cell proliferation",0.0727272727272727,0.0165197473450406,0.000492449739661347,0.0235230643084746,0.0181911054381633,"Fgfr1/Nr2f2/Sema5a/Rictor/Scn5a/Brca2/Hes5/Gli1",8,"Up"
"GO:0007346","regulation of mitotic cell cycle",0.0727272727272727,0.0166238633997362,0.000513184088685548,0.0239563663218208,0.0185261911441745,"Fgfr1/Brca2/Brd4/Kmt2e/Vps4b/Mta3/Ctc1/Atad5",8,"Up"
"GO:0050808","synapse organization",0.0727272727272727,0.0171444436732144,0.000627759193096613,0.0243774266147735,0.0188518099532072,"Cdh2/Glra3/Lrfn5/St8sia2/Adgrl3/Slc7a11/Cntn5/Sema4a",8,"Up"
"GO:0016570","histone modification",0.0727272727272727,0.0171791490247796,0.000636077745084618,0.0243774266147735,0.0188518099532072,"Dnmt1/Mbip/Brca2/Brd4/Kmt2e/Epc2/Mta3/Rif1",8,"Up"
"GO:2001020","regulation of response to DNA damage stimulus",0.0636363636363636,0.00909280211008538,6.80413518371984e-05,0.00983156845591311,0.00760305273406082,"Brd4/Timeless/Wrnip1/Epc2/Ino80c/Rif1/Atad5",7,"Up"
"GO:0090068","positive regulation of cell cycle process",0.0636363636363636,0.00926632886791143,7.65847591502482e-05,0.00983156845591311,0.00760305273406082,"Fgfr1/Brd4/Kmt2e/Gli1/Vps4b/Mta3/Atad5",7,"Up"
"GO:0001822","kidney development",0.0636363636363636,0.0114527660165197,0.000281610877417529,0.0186589916843743,0.0144295692367759,"Fgfr1/Dync2h1/Kif26b/Hes5/Slit2/Timeless/Heyl",7,"Up"
"GO:0072001","renal system development",0.0636363636363636,0.0119733462899979,0.00036792381621651,0.0218332687415535,0.0168843348183284,"Fgfr1/Dync2h1/Kif26b/Hes5/Slit2/Timeless/Heyl",7,"Up"
"GO:0001667","ameboidal-type cell migration",0.0636363636363636,0.0156868189074755,0.00177501089603309,0.0396290476136084,0.0306463551729284,"Fgfr1/Nr2f2/Sema5a/Cdh2/Amotl1/Slit2/Sema4a",7,"Up"
"GO:0050767","regulation of neurogenesis",0.0636363636363636,0.0157909349621712,0.00184252394477385,0.0400615760822651,0.0309808426731605,"Sema5a/Plag1/Hes5/Slit2/Ulk1/Heyl/Sema4a",7,"Up"
"GO:1901989","positive regulation of cell cycle phase transition",0.0545454545454545,0.00419934753939057,7.26051583392516e-06,0.00497103317429409,0.00384425206785722,"Brd4/Kmt2e/Gli1/Vps4b/Mta3/Atad5",6,"Up"
"GO:0045931","positive regulation of mitotic cell cycle",0.0545454545454545,0.00465051710973832,1.30269906014271e-05,0.00535148773906624,0.00413846922474809,"Fgfr1/Brca2/Brd4/Kmt2e/Vps4b/Mta3",6,"Up"
"GO:0072073","kidney epithelium development",0.0545454545454545,0.00527521343791213,2.66123696823168e-05,0.00683272591593483,0.00528395603297579,"Fgfr1/Kif26b/Hes5/Slit2/Timeless/Heyl",6,"Up"
"GO:0010594","regulation of endothelial cell migration",0.0545454545454545,0.00603873117234678,5.66796761756076e-05,0.00983156845591311,0.00760305273406082,"Fgfr1/Nr2f2/Sema5a/Amotl1/Slit2/Sema4a",6,"Up"
"GO:0007416","synapse assembly",0.0545454545454545,0.00669813285208579,0.000100424211962336,0.0121336077276846,0.009383290145583,"Cdh2/Lrfn5/St8sia2/Adgrl3/Cntn5/Sema4a",6,"Up"
"GO:0043542","endothelial cell migration",0.0545454545454545,0.00791282015686819,0.000248111364734506,0.0182007408273098,0.0140751898264801,"Fgfr1/Nr2f2/Sema5a/Amotl1/Slit2/Sema4a",6,"Up"
"GO:0010632","regulation of epithelial cell migration",0.0545454545454545,0.00836398972721594,0.000333708436724647,0.0207708220918917,0.0160627123131576,"Fgfr1/Nr2f2/Sema5a/Amotl1/Slit2/Sema4a",6,"Up"
"GO:0050807","regulation of synapse organization",0.0545454545454545,0.00912750746165059,0.000529634235176134,0.0241748604233729,0.0186951593188488,"Cdh2/Lrfn5/St8sia2/Adgrl3/Slc7a11/Sema4a",6,"Up"
"GO:0006898","receptor-mediated endocytosis",0.0545454545454545,0.00923162351634622,0.000562107168995085,0.0243774266147735,0.0188518099532072,"Rspo1/Cacng4/Dnajc6/Ldlrad3/Fnbp1l/Ulk1",6,"Up"
"GO:0050803","regulation of synapse structure or activity",0.0545454545454545,0.00940515027417228,0.000619648212627438,0.0243774266147735,0.0188518099532072,"Cdh2/Lrfn5/St8sia2/Adgrl3/Slc7a11/Sema4a",6,"Up"
"GO:0060560","developmental growth involved in morphogenesis",0.0545454545454545,0.00975220378982439,0.0007483818813164,0.0267022298625156,0.0206496514439277,"Sema5a/Kif26b/St8sia2/Slit2/Ulk1/Sema4a",6,"Up"
"GO:1901990","regulation of mitotic cell cycle phase transition",0.0545454545454545,0.0107933643367807,0.00126129895534893,0.0335857723201186,0.0259729054635674,"Brd4/Kmt2e/Vps4b/Mta3/Ctc1/Atad5",6,"Up"
"GO:0010631","epithelial cell migration",0.0545454545454545,0.0108627750399112,0.00130316583082793,0.0338823116015261,0.0262022283640152,"Fgfr1/Nr2f2/Sema5a/Amotl1/Slit2/Sema4a",6,"Up"
"GO:0090132","epithelium migration",0.0545454545454545,0.0109321857430416,0.00134608807802915,0.0343174302535164,0.0265387189322791,"Fgfr1/Nr2f2/Sema5a/Amotl1/Slit2/Sema4a",6,"Up"
"GO:0090130","tissue migration",0.0545454545454545,0.011001596446172,0.00139008320832909,0.0343174302535164,0.0265387189322791,"Fgfr1/Nr2f2/Sema5a/Amotl1/Slit2/Sema4a",6,"Up"
"GO:0006310","DNA recombination",0.0545454545454545,0.0111404178524328,0.00148136269685726,0.0351611399337726,0.0271911854456326,"Brca2/Timeless/Epc2/Ino80c/Rif1/Atad5",6,"Up"
"GO:1902749","regulation of cell cycle G2/M phase transition",0.0454545454545455,0.00385229402373846,6.87447873568767e-05,0.00983156845591311,0.00760305273406082,"Brd4/Vps4b/Mta3/Ctc1/Atad5",5,"Up"
"GO:0000723","telomere maintenance",0.0454545454545455,0.00485874921912959,0.000204900367445531,0.0168346141893248,0.0130187222936971,"Brca2/Gar1/Ino80c/Rif1/Ctc1",5,"Up"
"GO:0032200","telomere organization",0.0454545454545455,0.00503227597695565,0.000241149325298546,0.0182007408273098,0.0140751898264801,"Brca2/Gar1/Ino80c/Rif1/Ctc1",5,"Up"
"GO:0006261","DNA-templated DNA replication",0.0454545454545455,0.00513639203165128,0.000265122114703032,0.0186026270183747,0.0143859807157933,"Fgfr1/Brca2/Timeless/Wrnip1/Atad5",5,"Up"
"GO:0044839","cell cycle G2/M phase transition",0.0454545454545455,0.00524050808634691,0.00029086359633794,0.0186698070899415,0.0144379331208537,"Brd4/Vps4b/Mta3/Ctc1/Atad5",5,"Up"
"GO:0050768","negative regulation of neurogenesis",0.0454545454545455,0.00565697230512945,0.000413236456173286,0.0223806759410774,0.0173076615564423,"Sema5a/Hes5/Slit2/Ulk1/Sema4a",5,"Up"
