"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","direction"
"GO:0007409","axonogenesis",0.0816326530612245,0.0171097383216492,9.1617627171351e-06,0.00427071194311471,0.00355269382308142,"Ntng1/Map2k2/Rab3a/Zeb2/Scn1b/Arhgef25/Cck/Flrt2/Stmn1/Fstl4/Tbr1/Snap91",12,"Up"
"GO:0050808","synapse organization",0.0816326530612245,0.0171444436732144,9.34919427126688e-06,0.00427071194311471,0.00355269382308142,"Cbln2/Ntng1/Rph3a/C1ql1/Lrrk2/Rab3a/Tuba1a/Flrt2/Syn1/Lrrc4/Cux2/Snap91",12,"Up"
"GO:0042391","regulation of membrane potential",0.0612244897959184,0.0162768098840841,0.000706421898512769,0.0436072328703558,0.0362757191128179,"Bcl2l1/Kcnd2/Bok/Lrrk2/Stoml2/Scn1b/Cck/Prelid1/Cux2",9,"Up"
"GO:0034765","regulation of ion transmembrane transport",0.0612244897959184,0.0172832650794753,0.00107564554530815,0.0520166122121267,0.0432712623480914,"Rph3a/Kcnd2/Kcna6/Pde4d/Scn1b/Kcnip4/Chrm3/Dysf/Stk39",9,"Up"
"GO:0007611","learning or memory",0.054421768707483,0.0111751232039981,0.000259173435862889,0.0219241528707718,0.0182381306718329,"Egr1/Hrh2/C1ql1/Brinp1/Pde4d/Cck/Cux2/Tbr1",8,"Up"
"GO:0050890","cognition",0.054421768707483,0.0124592212119109,0.000533438452085331,0.0348106692732256,0.028958087398918,"Egr1/Hrh2/C1ql1/Brinp1/Pde4d/Cck/Cux2/Tbr1",8,"Up"
"GO:0031346","positive regulation of cell projection organization",0.054421768707483,0.0153744707433886,0.00203822930389524,0.0629096720283343,0.0523329145594724,"Pcp4/Map2k2/Zeb2/Scn1b/Ccl19/Mark4/Cux2/Snap91",8,"Up"
"GO:0045785","positive regulation of cell adhesion",0.054421768707483,0.0167279794544319,0.00341170231592703,0.0819791483306085,0.0681963142855324,"Flot2/Rasgrp1/Pde4d/Ccl19/Dysf/Abi3bp/Dhps/Sox4",8,"Up"
"GO:0007269","neurotransmitter secretion",0.0476190476190476,0.0064204900395641,4.79703716672463e-05,0.00913036074066587,0.00759530884731399,"Bcl2l1/Rph3a/Lrrk2/Rab3a/Syn1/Syt1/Snap91",7,"Up"
"GO:0099643","signal release from synapse",0.0476190476190476,0.0064204900395641,4.79703716672463e-05,0.00913036074066587,0.00759530884731399,"Bcl2l1/Rph3a/Lrrk2/Rab3a/Syn1/Syt1/Snap91",7,"Up"
"GO:0051648","vesicle localization",0.0476190476190476,0.00662872214895537,5.86909058709209e-05,0.00987768025804842,0.00821698445284239,"Bcl2l1/Lrrk2/Rab3a/Rasgrp1/Bloc1s6/Syn1/Snap91",7,"Up"
"GO:0006836","neurotransmitter transport",0.0476190476190476,0.00839869507878115,0.000253973926883622,0.0219241528707718,0.0182381306718329,"Bcl2l1/Rph3a/Lrrk2/Rab3a/Syn1/Syt1/Snap91",7,"Up"
"GO:0060828","regulation of canonical Wnt signaling pathway",0.0476190476190476,0.00864163253973763,0.000301812851387419,0.0246193054488881,0.0204801577727177,"Egr1/Sostdc1/Dkkl1/Lrrk2/Zeb2/Prickle1/Sox4",7,"Up"
"GO:0001505","regulation of neurotransmitter levels",0.0476190476190476,0.00881515929756368,0.000340219610942769,0.0267952272894236,0.0222902503721125,"Bcl2l1/Rph3a/Lrrk2/Rab3a/Syn1/Syt1/Snap91",7,"Up"
"GO:0060070","canonical Wnt signaling pathway",0.0476190476190476,0.0105504268758243,0.000983218905248316,0.0520166122121267,0.0432712623480914,"Egr1/Sostdc1/Dkkl1/Lrrk2/Zeb2/Prickle1/Sox4",7,"Up"
"GO:0030111","regulation of Wnt signaling pathway",0.0476190476190476,0.0110363017977372,0.00127444886989964,0.0520166122121267,0.0432712623480914,"Egr1/Sostdc1/Dkkl1/Lrrk2/Zeb2/Prickle1/Sox4",7,"Up"
"GO:0051604","protein maturation",0.0476190476190476,0.0119386409384327,0.00199094492220681,0.0629096720283343,0.0523329145594724,"Lrrk2/Dohh/Cycs/Stoml2/Scg5/Dhps/Sox4",7,"Up"
"GO:0050863","regulation of T cell activation",0.0476190476190476,0.0120774623446936,0.00212437420681677,0.0645798430808547,0.0537222862756672,"Flot2/Rasgrp1/Ccl19/Prelid1/Cyp26b1/Dhps/Sox4",7,"Up"
"GO:0045862","positive regulation of proteolysis",0.0476190476190476,0.0123898105087805,0.00244987441844701,0.0690804095275675,0.0574661900623373,"Bok/Lrrk2/Cycs/Fis1/Prickle1/Cck/Prelid1",7,"Up"
"GO:0010639","negative regulation of organelle organization",0.0476190476190476,0.0129450961338238,0.00312206406462987,0.0783603771825783,0.0651859529977666,"Bcl2l1/Mid1/Bok/Lrrk2/Stmn1/Prelid1/Dysf",7,"Up"
"GO:0097479","synaptic vesicle localization",0.0408163265306122,0.00208232109391268,6.34913212115948e-07,0.00145014177647283,0.0012063351030203,"Bcl2l1/Lrrk2/Rab3a/Bloc1s6/Syn1/Snap91",6,"Up"
"GO:0051881","regulation of mitochondrial membrane potential",0.0408163265306122,0.00301936558617339,5.71962603319873e-06,0.00427071194311471,0.00355269382308142,"Bcl2l1/Bok/Lrrk2/Stoml2/Cck/Prelid1",6,"Up"
"GO:0048284","organelle fusion",0.0408163265306122,0.00503227597695565,0.000103344129981253,0.0131132218265101,0.0109085470535767,"Fis1/Rab3a/Bloc1s6/Stoml2/Syt1/Dysf",6,"Up"
"GO:0007613","memory",0.0408163265306122,0.00558756160199903,0.000183091304267386,0.0185282619082833,0.0154131775944563,"Egr1/Hrh2/Brinp1/Pde4d/Cck/Cux2",6,"Up"
"GO:0099504","synaptic vesicle cycle",0.0408163265306122,0.00787811480530298,0.00112420361126027,0.0520166122121267,0.0432712623480914,"Bcl2l1/Lrrk2/Rab3a/Syn1/Syt1/Snap91",6,"Up"
"GO:0030595","leukocyte chemotaxis",0.0408163265306122,0.00791282015686819,0.00114981532234611,0.0520166122121267,0.0432712623480914,"Pde4d/Ccl19/Scg2/Dysf/Ccl27a/Stk39",6,"Up"
"GO:0050920","regulation of chemotaxis",0.0408163265306122,0.00798223085999861,0.00120237915485066,0.0520166122121267,0.0432712623480914,"Ccl19/Scg2/Dysf/Tbr1/Ccl27a/Stk39",6,"Up"
"GO:0051403","stress-activated MAPK cascade",0.0408163265306122,0.00860692718817242,0.0017624800420791,0.0619308371709025,0.0515186473838506,"Map2k2/Mid1/Lrrk2/Rasgrp1/Ccl19/Stk39",6,"Up"
"GO:0099003","vesicle-mediated transport in synapse",0.0408163265306122,0.00881515929756368,0.00198734734866566,0.0629096720283343,0.0523329145594724,"Bcl2l1/Lrrk2/Rab3a/Syn1/Syt1/Snap91",6,"Up"
"GO:0031098","stress-activated protein kinase signaling cascade",0.0408163265306122,0.00895398070382453,0.00214889145102669,0.0645798430808547,0.0537222862756672,"Map2k2/Mid1/Lrrk2/Rasgrp1/Ccl19/Stk39",6,"Up"
"GO:0050807","regulation of synapse organization",0.0408163265306122,0.00912750746165059,0.00236454511978763,0.0683575022713415,0.0568648223798375,"Cbln2/Lrrk2/Tuba1a/Flrt2/Cux2/Snap91",6,"Up"
"GO:0050803","regulation of synapse structure or activity",0.0408163265306122,0.00940515027417228,0.00274300061348605,0.0728489930372343,0.0606011763444593,"Cbln2/Lrrk2/Tuba1a/Flrt2/Cux2/Snap91",6,"Up"
"GO:0032412","regulation of ion transmembrane transporter activity",0.0408163265306122,0.00950926632886791,0.00289603391043664,0.0751652437663329,0.0625280048844276,"Rph3a/Pde4d/Scn1b/Chrm3/Dysf/Stk39",6,"Up"
"GO:0022898","regulation of transmembrane transporter activity",0.0408163265306122,0.00985631984452003,0.00345259866025666,0.0819791483306085,0.0681963142855324,"Rph3a/Pde4d/Scn1b/Chrm3/Dysf/Stk39",6,"Up"
"GO:0016050","vesicle organization",0.0408163265306122,0.00996043589921566,0.00363412210552219,0.0836907456902674,0.069620147465634,"Rab3a/Zeb2/Bloc1s6/Syt1/Dysf/Snap91",6,"Up"
"GO:0001836","release of cytochrome c from mitochondria",0.0340136054421769,0.00229055320330395,2.24550502190812e-05,0.00854788911673026,0.00711076590270906,"Bcl2l1/Bok/Fis1/Cck/Prelid1",5,"Up"
"GO:0036465","synaptic vesicle recycling",0.0340136054421769,0.00281113347678212,6.05462012314702e-05,0.00987768025804842,0.00821698445284239,"Bcl2l1/Lrrk2/Rab3a/Syt1/Snap91",5,"Up"
"GO:0008637","apoptotic mitochondrial changes",0.0340136054421769,0.00416464218782536,0.000384114797914151,0.029243939947864,0.0243272705345629,"Bcl2l1/Bok/Fis1/Cck/Prelid1",5,"Up"
"GO:0010821","regulation of mitochondrion organization",0.0340136054421769,0.00499757062539044,0.000879345241549031,0.051498064915333,0.0428398963831579,"Bcl2l1/Bok/Fis1/Stoml2/Prelid1",5,"Up"
"GO:0050921","positive regulation of chemotaxis",0.0340136054421769,0.00524050808634691,0.00108722101844584,0.0520166122121267,0.0432712623480914,"Ccl19/Scg2/Dysf/Ccl27a/Stk39",5,"Up"
"GO:0045580","regulation of T cell differentiation",0.0340136054421769,0.0057957937113903,0.00169687956636276,0.060557389524571,0.0503761121263945,"Rasgrp1/Ccl19/Prelid1/Cyp26b1/Sox4",5,"Up"
"GO:0010950","positive regulation of endopeptidase activity",0.0340136054421769,0.00589990976608593,0.00183444001094562,0.0625352385820864,0.052021433146219,"Bok/Cycs/Fis1/Cck/Prelid1",5,"Up"
"GO:0051650","establishment of vesicle localization",0.0340136054421769,0.00596932046921635,0.00193057406852436,0.0629096720283343,0.0523329145594724,"Lrrk2/Rab3a/Rasgrp1/Bloc1s6/Snap91",5,"Up"
"GO:0010952","positive regulation of peptidase activity",0.0340136054421769,0.00624696328173804,0.00235227492638553,0.0683575022713415,0.0568648223798375,"Bok/Cycs/Fis1/Cck/Prelid1",5,"Up"
"GO:0097091","synaptic vesicle clustering",0.0272108843537415,0.000624696328173804,1.88203973050571e-06,0.00214928937223752,0.00178793774398043,"Bcl2l1/Rab3a/Syn1/Snap91",4,"Up"
"GO:0002931","response to ischemia",0.0272108843537415,0.00135350871104324,4.65460829967625e-05,0.00913036074066587,0.00759530884731399,"Egr1/Bcl2l1/Panx1/Cycs",4,"Up"
"GO:0048489","synaptic vesicle transport",0.0272108843537415,0.00163115152356493,9.77918905289581e-05,0.0131132218265101,0.0109085470535767,"Lrrk2/Rab3a/Bloc1s6/Snap91",4,"Up"
"GO:0003254","regulation of membrane depolarization",0.0272108843537415,0.00173526757826057,0.000124777268202555,0.0142495640287317,0.0118538404792427,"Bok/Lrrk2/Scn1b/Cck",4,"Up"
"GO:0048278","vesicle docking",0.0272108843537415,0.00208232109391268,0.000253968883142374,0.0219241528707718,0.0182381306718329,"Rab3a/Bloc1s6/Syt1/Rab3c",4,"Up"
"GO:0048488","synaptic vesicle endocytosis",0.0272108843537415,0.00242937460956479,0.000459065549301824,0.0317729004425869,0.0264310467779838,"Bcl2l1/Lrrk2/Syt1/Snap91",4,"Up"
"GO:0140238","presynaptic endocytosis",0.0272108843537415,0.00242937460956479,0.000459065549301824,0.0317729004425869,0.0264310467779838,"Bcl2l1/Lrrk2/Syt1/Snap91",4,"Up"
"GO:0140056","organelle localization by membrane tethering",0.0272108843537415,0.00263760671895606,0.000627346182602403,0.0398016300295524,0.0331099374151268,"Rab3a/Bloc1s6/Syt1/Rab3c",4,"Up"
"GO:0022406","membrane docking",0.0272108843537415,0.00281113347678212,0.000797676132471323,0.0479445338569606,0.0398838066235661,"Rab3a/Bloc1s6/Syt1/Rab3c",4,"Up"
"GO:2000300","regulation of synaptic vesicle exocytosis",0.0272108843537415,0.00291524953147775,0.000914240606028003,0.0520166122121267,0.0432712623480914,"Bcl2l1/Lrrk2/Rab3a/Syt1",4,"Up"
"GO:0140029","exocytic process",0.0272108843537415,0.00322759769556466,0.00133535310701711,0.0520166122121267,0.0432712623480914,"Rab3a/Bloc1s6/Syt1/Rab3c",4,"Up"
"GO:0051899","membrane depolarization",0.0272108843537415,0.00326230304712987,0.00138923526485978,0.0520166122121267,0.0432712623480914,"Bok/Lrrk2/Scn1b/Cck",4,"Up"
"GO:0002690","positive regulation of leukocyte chemotaxis",0.0272108843537415,0.00343582980495592,0.00168157268631611,0.060557389524571,0.0503761121263945,"Ccl19/Dysf/Ccl27a/Stk39",4,"Up"
"GO:0006906","vesicle fusion",0.0272108843537415,0.00378288332060804,0.00238958503815171,0.0683575022713415,0.0568648223798375,"Rab3a/Bloc1s6/Syt1/Dysf",4,"Up"
"GO:0090174","organelle membrane fusion",0.0272108843537415,0.00392170472686888,0.00272264295674472,0.0728489930372343,0.0606011763444593,"Rab3a/Bloc1s6/Syt1/Dysf",4,"Up"
"GO:0051952","regulation of amine transport",0.0272108843537415,0.00402582078156452,0.00299238515100454,0.0759400853877151,0.0631725754100958,"Pcp4/Rab3a/Cck/Syt1",4,"Up"
"GO:0015837","amine transport",0.0272108843537415,0.00419934753939057,0.00348160130826139,0.0819791483306085,0.0681963142855324,"Pcp4/Rab3a/Cck/Syt1",4,"Up"
"GO:0046928","regulation of neurotransmitter secretion",0.0272108843537415,0.00423405289095579,0.00358557401423039,0.0835658270255329,0.0695162308881403,"Bcl2l1/Lrrk2/Rab3a/Syt1",4,"Up"
"GO:1900244","positive regulation of synaptic vesicle endocytosis",0.0204081632653061,0.000416464218782536,2.76712782700313e-05,0.00902874279553592,0.00751077553043706,"Bcl2l1/Lrrk2/Snap91",3,"Up"
"GO:0001767","establishment of lymphocyte polarity",0.0204081632653061,0.000485874921912959,4.54415148773565e-05,0.00913036074066587,0.00759530884731399,"Flot2/Ccl19/Cyp26b1",3,"Up"
"GO:0001768","establishment of T cell polarity",0.0204081632653061,0.000485874921912959,4.54415148773565e-05,0.00913036074066587,0.00759530884731399,"Flot2/Ccl19/Cyp26b1",3,"Up"
"GO:1903423","positive regulation of synaptic vesicle recycling",0.0204081632653061,0.000555285625043382,6.93882276882743e-05,0.0105655141360012,0.00878917550718141,"Bcl2l1/Lrrk2/Snap91",3,"Up"
"GO:0098814","spontaneous synaptic transmission",0.0204081632653061,0.000589990976608593,8.39422120756355e-05,0.011982750773797,0.00996813768398172,"Cbln2/Rph3a/Syt1",3,"Up"
"GO:0099558","maintenance of synapse structure",0.0204081632653061,0.000659401679739016,0.000118725454804744,0.0142495640287317,0.0118538404792427,"Cbln2/C1ql1/Rab3a",3,"Up"
"GO:0051900","regulation of mitochondrial depolarization",0.0204081632653061,0.000728812382869438,0.00016174160777884,0.0175913253412795,0.0146337645133236,"Bok/Lrrk2/Cck",3,"Up"
"GO:1900242","regulation of synaptic vesicle endocytosis",0.0204081632653061,0.00076351773443465,0.00018658057088026,0.0185282619082833,0.0154131775944563,"Bcl2l1/Lrrk2/Snap91",3,"Up"
"GO:0051882","mitochondrial depolarization",0.0204081632653061,0.000832928437565073,0.000243393224390327,0.0219241528707718,0.0182381306718329,"Bok/Lrrk2/Cck",3,"Up"
