"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","direction","comparison"
"GO:0042060","wound healing",0.0605095541401274,0.012979801485389,3.62013832775891e-08,2.55074946573893e-05,2.03794734493207e-05,"Foxc2/Fbln1/Col3a1/Col1a1/Thbd/Serping1/Rreb1/Anxa2/Ppl/Myof/Prkcd/Ddr2/Fermt3/Pdpn/C1galt1c1/Cd34/Cxadr/Ndnf/Mtor",19,"Up","CSUB-SUB"
"GO:0030198","extracellular matrix organization",0.0573248407643312,0.0109321857430416,1.3933447782492e-08,1.35290603969753e-05,1.08091810214118e-05,"Foxc2/Col13a1/Fbln1/Col3a1/Gfap/Col1a1/Col18a1/Col5a2/Col1a2/Anxa2/P3h4/Ddr2/Pdpn/Slc39a8/Sox9/Ndnf/Pbxip1/Ltbp4",18,"Up","CSUB-SUB"
"GO:0043062","extracellular structure organization",0.0573248407643312,0.0109668910946068,1.46311395321743e-08,1.35290603969753e-05,1.08091810214118e-05,"Foxc2/Col13a1/Fbln1/Col3a1/Gfap/Col1a1/Col18a1/Col5a2/Col1a2/Anxa2/P3h4/Ddr2/Pdpn/Slc39a8/Sox9/Ndnf/Pbxip1/Ltbp4",18,"Up","CSUB-SUB"
"GO:0045229","external encapsulating structure organization",0.0573248407643312,0.011001596446172,1.53608406437415e-08,1.35290603969753e-05,1.08091810214118e-05,"Foxc2/Col13a1/Fbln1/Col3a1/Gfap/Col1a1/Col18a1/Col5a2/Col1a2/Anxa2/P3h4/Ddr2/Pdpn/Slc39a8/Sox9/Ndnf/Pbxip1/Ltbp4",18,"Up","CSUB-SUB"
"GO:0050673","epithelial cell proliferation",0.0509554140127389,0.0165197473450406,7.74730916574497e-05,0.0135672914079823,0.0108397260782362,"Fgfbp1/Osr1/Etv4/Lrg1/Nupr1/Rreb1/Stat5a/Itpr1/Alms1/Cd34/Cxadr/Rps6ka1/Sox9/Cdh13/Stat3/Mtor",16,"Up","CSUB-SUB"
"GO:0001503","ossification",0.0477707006369427,0.014610953008954,6.79203551073154e-05,0.0133038341876481,0.0106292342404861,"Foxc2/Col13a1/Osr1/Col1a1/Cebpa/Col1a2/Adar/Mgp/Ddr2/Zbtb16/Fndc3b/Bmp1/Sox9/Tapt1/Plxnb1",15,"Up","CSUB-SUB"
"GO:0007264","small GTPase mediated signal transduction",0.0477707006369427,0.0149580065246061,8.8170161022281e-05,0.0141192489673407,0.0112807182092622,"Col3a1/Col1a2/Kank2/Mapkapk5/Stard8/Pdpn/Bcar3/Plce1/Rap2c/Dock4/Cdh13/Cyth1/Cd2ap/Rnd2/Cyfip1",15,"Up","CSUB-SUB"
"GO:0001667","ameboidal-type cell migration",0.0477707006369427,0.0156868189074755,0.000148503436480536,0.0158538668703312,0.0126666089042728,"Foxc2/Lcn2/Fgfbp1/Rreb1/Stat5a/Dcn/Ddr2/Kank2/Fgf15/Anxa3/Sox9/Cdh13/Arsb/Sema6a/Mtor",15,"Up","CSUB-SUB"
"GO:0061448","connective tissue development",0.0445859872611465,0.0102380787117374,5.10289651787368e-06,0.00256821491892414,0.0020519015471871,"Foxc2/Osr1/Col3a1/Col1a1/Mgp/Prkg2/Zbtb16/Itgb8/Bmp1/Sox6/Sox9/Sox5/Pbxip1/Tapt1",14,"Up","CSUB-SUB"
"GO:0043434","response to peptide hormone",0.0445859872611465,0.0124592212119109,4.53366843689463e-05,0.0122862414639844,0.0098162181378593,"Serpina1c/Foxc2/Col3a1/Stat5a/Prkcd/Lpl/Bcar3/Igf1r/Pld1/C2cd5/Stat3/Mtor/Tsc1/Cyfip1",14,"Up","CSUB-SUB"
"GO:0001655","urogenital system development",0.0445859872611465,0.0134309710557368,0.000100789958836443,0.0147951260408662,0.0118207171021337,"Foxc2/Lhx1/Osr1/Stat5a/Kank2/Zbtb16/Plce1/Dlg5/Sox9/Invs/Sall1/Igf1r/Ttc8/Tsc1",14,"Up","CSUB-SUB"
"GO:1901652","response to peptide",0.0445859872611465,0.0145762476573888,0.000234670615543256,0.017590310182104,0.0140539580282792,"Serpina1c/Foxc2/Col3a1/Stat5a/Prkcd/Lpl/Bcar3/Igf1r/Pld1/C2cd5/Stat3/Mtor/Tsc1/Cyfip1",14,"Up","CSUB-SUB"
"GO:0045785","positive regulation of cell adhesion",0.0445859872611465,0.0167279794544319,0.000911836825142842,0.0351590371452275,0.0280906719232527,"Foxc2/Fbln1/Il21/Rreb1/Stat5a/Ptprc/Lgals9/Zbtb16/Pdpn/Ndnf/Cdh13/Magi1/Tsc1/Irak1",14,"Up","CSUB-SUB"
"GO:0051216","cartilage development",0.0414012738853503,0.00739223988339002,6.98785382080567e-07,0.00041030348351164,0.000327816159944463,"Osr1/Col3a1/Col1a1/Mgp/Prkg2/Zbtb16/Itgb8/Bmp1/Sox6/Sox9/Sox5/Pbxip1/Tapt1",13,"Up","CSUB-SUB"
"GO:0031589","cell-substrate adhesion",0.0414012738853503,0.0129450961338238,0.000254586796085766,0.0178623204719057,0.0142712834282611,"Col13a1/Fbln1/Col3a1/Col1a1/Rreb1/Fermt3/Pdpn/Cd34/Itgb8/Fndc3b/Ndnf/Cdh13/Tsc1",13,"Up","CSUB-SUB"
