"ensgene","kTotal","kWithin","kOut","kDiff","symbol","module"
"ENSMUSG00000000088",473.247731302882,242.028252680651,231.219478622231,10.8087740584193,"Cox5a","turquoise"
"ENSMUSG00000000167",147.15711609502,66.206878692875,80.9502374021452,-14.7433587092702,"Pih1d2","turquoise"
"ENSMUSG00000000399",301.569532565875,164.613263543808,136.956269022067,27.6569945217411,"Ndufa9","turquoise"
"ENSMUSG00000000560",268.069900956447,53.1321147589445,214.937786197503,-161.805671438558,"Gabra2","green"
"ENSMUSG00000000563",285.243145593805,147.035444666761,138.207700927044,8.82774373971762,"Atp5f1","turquoise"
"ENSMUSG00000000567",320.85257207637,113.322027661651,207.530544414719,-94.2085167530682,"Sox9","blue"
"ENSMUSG00000001100",319.270520627455,169.687593632156,149.582926995298,20.1046666368581,"Poldip2","turquoise"
"ENSMUSG00000001289",508.17489586591,281.814090065514,226.360805800396,55.4532842651179,"Pfdn5","turquoise"
"ENSMUSG00000001334",160.074095722959,54.8465730347916,105.227522688168,-50.3809496533762,"Fndc5","brown"
"ENSMUSG00000001999",232.850320071055,101.317324925617,131.532995145438,-30.2156702198213,"Blvra","turquoise"
"ENSMUSG00000002052",200.168638217669,48.7236089247051,151.445029292964,-102.721420368259,"Supt6","green"
"ENSMUSG00000002058",239.929398554986,116.084241983274,123.845156571712,-7.76091458843752,"Unc119","turquoise"
"ENSMUSG00000002102",281.022654649131,147.085051756476,133.937602892655,13.1474488638209,"Psmc3","turquoise"
"ENSMUSG00000002107",369.65770733158,46.5141118361459,323.143595495434,-276.629483659288,"Celf2","green"
"ENSMUSG00000002489",236.081547442649,46.7547215005293,189.32682594212,-142.572104441591,"Tiam1","yellow"
"ENSMUSG00000002580",114.377965519514,53.4882807933108,60.889684726203,-7.40140393289226,"Mien1","turquoise"
"ENSMUSG00000003072",404.186207283393,221.141601929431,183.044605353962,38.0969965754687,"Atp5d","turquoise"
"ENSMUSG00000003279",183.037079741499,56.0507575386502,126.986322202848,-70.9355646641982,"Dlgap1","yellow"
"ENSMUSG00000003308",150.820138929726,61.0936173730618,89.7265215566646,-28.6329041836028,"Keap1","turquoise"
"ENSMUSG00000003814",201.056925568376,85.5534131942569,115.503512374119,-29.9500991798624,"Calr","turquoise"
"ENSMUSG00000003872",206.999730711667,113.290185431806,93.7095452798614,19.5806401519444,"Lin7b","turquoise"
"ENSMUSG00000004032",395.500163184191,217.376675347392,178.123487836799,39.2531875105936,"Gstm5","turquoise"
"ENSMUSG00000004110",331.342272136743,93.0623468155077,238.279925321235,-145.217578505727,"Cacna1e","blue"
"ENSMUSG00000004263",371.290675497337,132.152880436418,239.137795060919,-106.984914624501,"Atn1","blue"
"ENSMUSG00000004267",334.510973537653,178.329911720303,156.181061817349,22.1488499029543,"Eno2","turquoise"
"ENSMUSG00000004558",224.327642671981,54.339587212975,169.988055459006,-115.648468246031,"Ndrg2","turquoise"
"ENSMUSG00000005057",225.44017820575,84.6978017757817,140.742376429968,-56.0445746541862,"Sh2b2","blue"
"ENSMUSG00000005125",107.633133752705,49.2787818759128,58.3543518767925,-9.07557000087968,"Ndrg1","brown"
"ENSMUSG00000005161",436.076615746938,241.717335337345,194.359280409592,47.3580549277527,"Prdx2","turquoise"
"ENSMUSG00000005354",314.749404028548,175.49197622264,139.257427805908,36.2345484167327,"Txn2","turquoise"
"ENSMUSG00000005533",147.734732496798,45.5953235216828,102.139408975115,-56.5440854534324,"Igf1r","yellow"
"ENSMUSG00000005583",166.837596887793,62.9158260789871,103.921770808806,-41.0059447298188,"Mef2c","yellow"
"ENSMUSG00000006315",114.063494812433,56.0184173277947,58.0450774846379,-2.02666015684318,"Tmem147","turquoise"
"ENSMUSG00000006378",253.152095609019,127.207848915769,125.94424669325,1.26360222251961,"Gcat","turquoise"
"ENSMUSG00000006392",92.3354336305079,47.1854185313616,45.1500150991463,2.03540343221523,"Med8","turquoise"
"ENSMUSG00000006395",159.3162112656,49.5858782039606,109.730333061639,-60.1444548576785,"Hyi","turquoise"
"ENSMUSG00000006675",128.773919225297,60.3900114549759,68.3839077703214,-7.99389631534549,"P4htm","turquoise"
"ENSMUSG00000006782",166.001540014702,70.0066632664312,95.9948767482711,-25.9882134818398,"Cnp","brown"
"ENSMUSG00000007338",104.742971650702,53.2925494936137,51.450422157088,1.84212733652566,"Mrpl49","turquoise"
"ENSMUSG00000007415",237.71249355805,88.5452260923489,149.167267465701,-60.6220413733525,"Gatad1","turquoise"
"ENSMUSG00000007989",226.295287686334,49.9576801286785,176.337607557655,-126.379927428977,"Fzd3","green"
"ENSMUSG00000008393",127.923689363094,56.2842183394344,71.6394710236598,-15.3552526842254,"Carhsp1","brown"
"ENSMUSG00000008575",177.635504444118,52.40697707004,125.228527374078,-72.8215503040383,"Nfib","yellow"
"ENSMUSG00000008859",324.639470378377,162.191373674164,162.448096704212,-0.256723030047908,"Rala","turquoise"
"ENSMUSG00000009013",182.834872728503,83.8985668910066,98.9363058374966,-15.03773894649,"Dynll1","turquoise"
"ENSMUSG00000010054",230.044009990805,131.246778450891,98.7972315399143,32.4495469109769,"Tusc2","turquoise"
"ENSMUSG00000011752",325.609029590341,173.273424791655,152.335604798685,20.93781999297,"Pgam1","turquoise"
"ENSMUSG00000013523",143.381170029801,61.0307808621461,82.3503891676553,-21.3196083055092,"Bcas1","brown"
"ENSMUSG00000013593",268.980619493062,129.183662452198,139.796957040864,-10.6132945886669,"Ndufs2","turquoise"
"ENSMUSG00000015013",194.718631380192,108.671016842008,86.0476145381837,22.6234023038247,"Trappc2l","turquoise"
"ENSMUSG00000015143",199.456204804413,47.0806776981886,152.375527106224,-105.294849408036,"Actn1","green"
"ENSMUSG00000015542",140.021955483153,48.6698807842382,91.3520746989148,-42.6821939146766,"Nat9","turquoise"
"ENSMUSG00000015806",203.826454401098,54.1817036945814,149.644750706517,-95.4630470119355,"Qdpr","brown"
"ENSMUSG00000015943",179.100146965582,91.5139299808494,87.5862169847326,3.92771299611681,"Bola1","turquoise"
"ENSMUSG00000015968",202.304884411571,87.6724168717674,114.632467539804,-26.9600506680364,"Cacna1d","blue"
